"ID","Apelido","ClubeID","PosicaoID"
98423,"Gabriel Alemão",315,3
98424,"Alisson",315,5
98425,"Luiz Pedro",315,3
98484,"Kanu",263,3
98515,"Lucas Silva",262,5
98516,"Loran ",262,5
98517,"Jean Lucas",262,4
98706,"Pedrinho",264,5
98762,"Zé Augusto",284,3
98763,"Guilherme Truyts",284,3
98765,"Marquinho",282,4
98766,"Emanuel",282,2
98767,"Anderson",282,5
98774,"Flávio",282,5
98832,"Jean Pyerre",284,4
98860,"Brigatti",303,6
98874,"Marcelo",293,5
98888,"Cláudio Vitor",314,1
98910,"João Pedro",373,5
98945,"Derlan",266,3
98952,"Léo Natel",276,5
99016,"Valdir",267,6
99021,"Riuler",293,2
99032,"Lourenço",314,5
99033,"João Victor",292,4
99034,"Elias",292,2
99035,"Pedro Vitor",292,5
99041,"Pedro Bortoluzo",276,5
99253,"Chico",292,3
99254,"Dayvid",292,2
99255,"Pedro Henryque",292,3
99256,"Alesandro",292,3
99257,"João Erick",292,4
99258,"Matheus Bezerra",292,4
99283,"Henrique",314,3
99353,"Lucas Índio",282,5
99356,"Vinícius",292,4
99379,"Borges",373,4
99388,"Lucas Vinícius",373,5
99411,"Alexsander",293,4
99424,"Éder Militão",276,4
99425,"Felipe",266,5
99430,"Diego",263,1
99460,"Caio",293,1
99461,"Daniel",293,3
99462,"Wesley",314,3
99474,"Wenderson",263,4
99535,"Vinicius Junior",262,5
99550,"Fernando",263,2
99574,"Robinho",266,5
99588,"Paulo Vitor",267,5
99615,"Bruno Cosendey",267,4
99616,"Felipe Saraiva",303,4
99625,"Conrado",284,4
99628,"Esperon",284,4
99629,"Jadson",284,5
99630,"Preto Casagrande",265,6
99661,"Igor Cássio",263,5
99669,"Elano",277,6
99670,"Arthur",283,3
99718,"Busanello",315,3
99721,"Mascarenhas",266,2
99789,"Brenner",276,5
99817,"Bremer",282,3
99818,"Paulinho",267,5
99824,"Douglas",265,5
99832,"Leonardo Simas",293,2
99834,"Dionathã",284,5
99878,"Léo Passos",275,5
99880,"Kelly",293,6
99881,"Ricardo",267,3
99882,"Fabiano Soares",293,6
99883,"Penilla",315,5
99892,"Luis Ali",303,5
99894,"Júnior Brumado",265,5
99896,"Robson Gomes",294,6
99897,"Flávio Tanajura",287,6
99900,"Luanzinho",314,4
99903,"Lucas Campos",263,5
99915,"Ezequiel",263,4
99918,"Patrick",284,4
99921,"Khevin",315,4
99959,"Lucas Formiga",303,5
100002,"Rickson",263,4
100065,"Lincoln",262,5
100084,"Igor",276,4
100085,"Pedro Augusto",276,4
100100,"Lucas",373,1
100125,"Thuler",262,3
100126,"Klebinho",262,2
100127,"Pablo Maldini",262,2
100132,"Lucas Poletto",284,5
100158,"Lucas Soares",283,2
100159,"Vander",283,4
100162,"Ronaldo",283,3
100178,"Urueña",314,4
100322,"Pedrão",275,3
100333,"Paulo Bóia",276,5
100337,"Alisson",314,5
100342,"Léo Andrade",294,2
100458,"Amilcar",263,5
100459,"Weverton Almeida",293,3
100469,"Maurício Copertino",265,6
100648,"John Kleber",303,5
100651,"Rodrygo",277,5
100652,"Yuri Alberto",277,5
100683,"Diogo",266,2
100695,"Fernando",275,5
100712,"Filipe",264,1
100741,"Guilherme Guedes",284,2
100742,"Matheuzinho",284,4
100746,"Matheus Guedes",277,3
100761,"Liziero",276,4
100762,"Bissoli",276,5
100763,"Gabriel",276,4
100795,"Marcos Moser",294,2
100800,"Emerson Barbosa",277,2
100830,"Brenno",284,1
100839,"Ericson",284,3
100840,"Emanuel",284,3
100842,"Ruan",284,3
100843,"Felipe",284,2
100844,"Lucas Araújo",284,4
100845,"Alanzinho",275,4
100846,"Esteves",275,2
100847,"Aníbal",275,5
100848,"Luan Cândido",275,2
100849,"Guilherme Vieira",275,5
