"Rodada","ClubeID","AtletaID","Participou","Pontos","PontosMedia","Preco","PrecoVariacao","FS","PE","A","FT","FD","FF","G","I","PP","RB","FC","GC","CA","CV","SG","DD","DP","GS"
35,264,38138,TRUE,16.5,4.46,14.85,2.93,37,68,2,0,20,20,17,32,1,8,52,0,4,0,0,0,0,0
36,264,38138,TRUE,2.1,4.39,12.58,-2.27,39,70,2,0,21,21,17,32,1,8,52,0,4,0,0,0,0,0
37,264,38138,TRUE,1.9,4.31,12.54,-0.04,41,70,2,0,21,23,17,32,1,8,53,0,4,0,0,0,0,0
38,264,38138,FALSE,0,4.31,12.54,0,41,70,2,0,21,23,17,32,1,8,53,0,4,0,0,0,0,0
0,275,38140,FALSE,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,275,38140,TRUE,10.7,10.7,13.23,5.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
2,275,38140,TRUE,7.5,9.1,16.08,2.85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1
3,275,38140,TRUE,-1,5.73,14.18,-1.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,3
4,275,38140,TRUE,11,7.05,17.06,2.88,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,3
5,275,38140,TRUE,0.1,5.66,14.98,-2.08,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,4
6,275,38140,TRUE,4,5.38,15.44,0.46,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,5
8,275,38140,TRUE,8,5.91,16.6,0.53,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,8
9,275,38140,TRUE,8,6.14,16.96,0.36,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,8
10,275,38140,TRUE,4,5.93,16.48,-0.48,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,9
11,275,38140,TRUE,5,5.85,16.7,0.22,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,9
12,275,38140,TRUE,0,5.36,15.79,-0.91,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,9
13,275,38140,TRUE,-4,4.64,14.74,-1.05,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,23,0,14
14,275,38140,TRUE,-3.5,4.06,14.44,-0.3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,23,0,16
15,275,38140,FALSE,0,4.06,14.44,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,23,0,16
16,275,38140,FALSE,0,4.06,14.44,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,23,0,16
17,275,38140,FALSE,0,4.06,14.44,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,23,0,16
18,275,38140,FALSE,0,4.06,14.44,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,23,0,16
19,275,38140,TRUE,4,4.06,14.66,0.22,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0,17
20,275,38140,TRUE,-2,3.68,13.6,-1.06,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0,18
21,275,38140,TRUE,7.2,3.89,14.9,1.3,3,4,0,0,0,0,0,0,0,1,0,0,0,0,4,28,0,20
22,275,38140,TRUE,-4,3.45,13.14,-1.76,3,4,0,0,0,0,0,0,0,1,0,0,0,0,4,28,0,22
23,275,38140,TRUE,11.4,3.87,15.77,2.63,3,6,0,0,0,0,0,0,0,1,0,0,1,0,4,31,1,23
24,275,38140,TRUE,11.5,4.25,16.02,0.25,4,6,0,0,0,0,0,0,0,1,0,0,1,0,5,33,1,23
25,275,38140,TRUE,11.5,4.6,16.23,0.21,5,6,0,0,0,0,0,0,0,1,0,0,1,0,6,35,1,23
26,275,38140,TRUE,-1.3,4.33,14.31,-1.92,5,7,0,0,0,0,0,0,0,1,0,0,2,0,6,36,1,24
27,275,38140,TRUE,7.4,4.46,15.77,1.46,5,9,0,0,0,0,0,0,0,1,0,0,2,0,6,40,1,26
28,275,38140,TRUE,7,4.57,15.67,-0.1,5,9,0,0,0,0,0,0,0,1,0,0,2,0,6,43,1,27
29,275,38140,TRUE,5.5,4.61,15.4,-0.27,6,9,0,0,0,0,0,0,0,1,0,0,2,0,7,43,1,27
30,275,38140,TRUE,-2.3,4.34,14.07,-1.33,6,10,0,0,0,0,0,0,0,1,0,0,2,0,7,43,1,28
31,275,38140,TRUE,-1.3,4.13,13.97,-0.1,6,11,0,0,0,0,0,0,0,1,0,0,2,0,7,44,1,30
32,275,38140,TRUE,7,4.23,15.4,1.43,8,11,0,0,0,0,0,0,0,1,0,0,2,0,7,48,1,33
33,275,38140,TRUE,-3,3.98,13.74,-1.66,8,11,0,0,0,0,0,0,0,1,0,0,2,0,7,49,1,36
34,275,38140,TRUE,4.4,3.99,14.78,1.04,8,13,0,0,0,0,0,0,0,1,0,0,2,0,8,49,1,36
35,275,38140,TRUE,16.2,4.38,16.95,2.17,9,14,0,0,0,0,0,0,0,1,0,0,2,0,8,55,1,37
36,275,38140,TRUE,-3.5,4.13,13.73,-3.22,9,14,0,0,0,0,0,0,0,1,1,0,3,0,8,56,1,39
37,275,38140,FALSE,0,4.13,13.73,0,9,14,0,0,0,0,0,0,0,1,1,0,3,0,8,56,1,39
38,275,38140,TRUE,3.5,4.11,14.68,0.95,10,14,0,0,0,0,0,0,0,1,1,0,3,0,8,59,1,42
0,314,38150,FALSE,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,314,38150,TRUE,-1,-1,4.95,-3.05,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,314,38150,TRUE,1.8,0.4,4.11,-0.84,1,11,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0
3,314,38150,TRUE,0.4,0.4,3.67,-0.44,1,13,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0
4,314,38150,TRUE,-0.1,0.28,3.39,-0.28,3,15,0,0,2,2,0,0,0,1,2,0,0,0,0,0,0,0
5,314,38150,TRUE,1,0.42,3.47,0.08,5,24,0,0,3,2,0,0,0,2,2,0,0,0,0,0,0,0
6,314,38150,TRUE,-5.4,-0.55,1.83,-1.64,6,27,0,0,3,2,0,0,0,2,2,0,0,1,0,0,0,0
8,314,38150,TRUE,0.1,-0.46,2.32,0.49,7,29,0,0,3,3,0,0,0,2,3,0,0,1,0,0,0,0
9,314,38150,TRUE,2.5,-0.09,2.81,0.49,9,33,0,0,4,3,0,0,0,3,3,0,0,1,0,0,0,0
10,314,38150,FALSE,0,-0.09,2.81,0,9,33,0,0,4,3,0,0,0,3,3,0,0,1,0,0,0,0
11,314,38150,FALSE,0,-0.09,2.81,0,9,33,0,0,4,3,0,0,0,3,3,0,0,1,0,0,0,0
12,314,38150,FALSE,0,-0.09,2.81,0,9,33,0,0,4,3,0,0,0,3,3,0,0,1,0,0,0,0
13,314,38150,TRUE,6.8,0.68,3.78,0.97,10,37,0,0,4,3,1,0,0,3,4,0,0,1,0,0,0,0
14,314,38150,FALSE,0,0.68,3.78,0,10,37,0,0,4,3,1,0,0,3,4,0,0,1,0,0,0,0
15,314,38150,TRUE,0,0.61,2.72,-1.06,10,37,0,0,4,3,1,0,0,3,4,0,0,1,0,0,0,0
16,314,38150,FALSE,0,0.61,2.72,0,10,37,0,0,4,3,1,0,0,3,4,0,0,1,0,0,0,0
17,314,38150,FALSE,0,0.61,2.72,0,10,37,0,0,4,3,1,0,0,3,4,0,0,1,0,0,0,0
18,314,38150,FALSE,0,0.61,2.72,0,10,37,0,0,4,3,1,0,0,3,4,0,0,1,0,0,0,0
19,314,38150,FALSE,0,0.61,2.72,0,10,37,0,0,4,3,1,0,0,3,4,0,0,1,0,0,0,0
20,314,38150,FALSE,0,0.61,2.72,0,10,37,0,0,4,3,1,0,0,3,4,0,0,1,0,0,0,0
21,314,38150,FALSE,0,0.61,2.72,0,10,37,0,0,4,3,1,0,0,3,4,0,0,1,0,0,0,0
22,314,38150,FALSE,0,0.61,2.72,0,10,37,0,0,4,3,1,0,0,3,4,0,0,1,0,0,0,0
23,314,38150,FALSE,0,0.61,2.72,0,10,37,0,0,4,3,1,0,0,3,4,0,0,1,0,0,0,0
24,314,38150,FALSE,0,0.61,2.72,0,10,37,0,0,4,3,1,0,0,3,4,0,0,1,0,0,0,0
25,314,38150,FALSE,0,0.61,2.72,0,10,37,0,0,4,3,1,0,0,3,4,0,0,1,0,0,0,0
26,314,38150,TRUE,-2.7,0.31,2.03,-0.69,10,41,0,0,5,3,1,0,0,3,5,0,1,1,0,0,0,0
27,314,38150,TRUE,-0.3,0.26,2.37,0.34,11,47,0,0,6,3,1,0,0,3,5,0,1,1,0,0,0,0
28,314,38150,TRUE,-0.1,0.23,2.36,-0.01,12,49,0,0,6,3,1,0,0,3,5,0,1,1,0,0,0,0
29,314,38150,TRUE,9.9,0.92,4.13,1.77,12,50,0,0,8,4,2,0,0,3,6,0,1,1,0,0,0,0
30,314,38150,TRUE,-1.4,0.77,2.34,-1.79,13,53,0,0,8,4,2,0,0,3,8,0,1,1,0,0,0,0
31,314,38150,TRUE,-1,0.66,2.34,0,14,58,0,0,8,4,2,0,0,3,8,0,1,1,0,0,0,0
32,314,38150,TRUE,0.5,0.65,2.58,0.24,15,58,0,0,8,4,2,0,0,3,8,0,1,1,0,0,0,0
33,314,38150,TRUE,9.7,1.15,4.22,1.64,19,59,0,0,8,4,3,0,0,3,8,0,1,1,0,0,0,0
34,314,38150,TRUE,-1.8,0.99,2.37,-1.85,19,65,0,0,8,4,3,0,0,3,8,0,1,1,0,0,0,0
35,314,38150,TRUE,-0.8,0.9,2.5,0.13,20,70,0,0,8,5,3,0,0,3,9,0,1,1,0,0,0,0
36,314,38150,TRUE,8.2,1.25,4.04,1.54,21,75,0,0,8,5,4,0,0,4,10,0,1,1,0,0,0,0
37,314,38150,TRUE,-0.4,1.18,2.7,-1.34,22,77,0,0,8,6,4,0,0,4,12,0,1,1,0,0,0,0
38,314,38150,TRUE,1.4,1.19,2.98,0.28,23,83,0,0,9,6,4,0,0,5,12,0,1,1,0,0,0,0
0,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,315,38156,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,282,38162,FALSE,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,282,38162,TRUE,6.3,6.3,21.43,-2.57,2,2,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
2,282,38162,TRUE,1.8,4.05,18.28,-3.15,4,4,1,0,1,3,0,1,0,1,4,0,0,0,0,0,0,0
3,282,38162,TRUE,2.3,3.47,17.19,-1.09,8,7,1,0,2,4,0,1,0,1,5,0,0,0,0,0,0,0
4,282,38162,TRUE,-0.3,2.53,15.99,-1.2,11,8,1,0,2,4,0,2,0,1,7,0,0,0,0,0,0,0
5,282,38162,TRUE,6.9,3.4,16.98,0.99,12,10,1,0,2,4,1,3,0,1,8,0,0,0,0,0,0,0
6,282,38162,TRUE,4.3,3.55,16.56,-0.42,15,13,1,1,2,5,1,3,0,1,9,0,0,0,0,0,0,0
8,282,38162,FALSE,0,3.55,16.56,0,15,13,1,1,2,5,1,3,0,1,9,0,0,0,0,0,0,0
9,282,38162,TRUE,3.9,3.6,15.8,-0.76,18,15,1,1,2,5,2,4,0,1,14,0,1,0,0,0,0,0
10,282,38162,FALSE,0,3.6,15.8,0,18,15,1,1,2,5,2,4,0,1,14,0,1,0,0,0,0,0
11,282,38162,TRUE,18.7,5.49,18.77,2.97,21,19,1,1,2,6,4,4,0,2,14,0,1,0,0,0,0,0
12,282,38162,TRUE,-1.3,4.74,15.6,-3.17,21,19,1,1,2,6,4,4,0,2,14,0,1,0,0,0,0,0
13,282,38162,TRUE,-3.9,3.88,14.75,-0.85,23,22,1,1,2,7,4,5,1,2,18,0,1,0,0,0,0,0
14,282,38162,TRUE,7.7,4.23,16.72,1.97,26,23,1,1,2,7,5,8,1,2,18,0,1,0,0,0,0,0
15,282,38162,TRUE,-1.2,3.78,14.85,-1.87,27,26,1,1,4,7,5,9,1,3,22,0,2,0,0,0,0,0
16,282,38162,TRUE,0,3.49,14.99,0.14,27,26,1,1,4,7,5,9,1,3,22,0,2,0,0,0,0,0
17,282,38162,FALSE,0,3.49,14.99,0,27,26,1,1,4,7,5,9,1,3,22,0,2,0,0,0,0,0
18,282,38162,FALSE,0,3.49,14.99,0,27,26,1,1,4,7,5,9,1,3,22,0,2,0,0,0,0,0
19,282,38162,FALSE,0,3.49,14.99,0,27,26,1,1,4,7,5,9,1,3,22,0,2,0,0,0,0,0
20,282,38162,FALSE,0,3.49,14.99,0,27,26,1,1,4,7,5,9,1,3,22,0,2,0,0,0,0,0
21,282,38162,TRUE,-0.9,3.18,13.86,-1.13,28,28,1,1,4,7,5,9,1,4,23,0,3,0,0,0,0,0
22,282,38162,FALSE,0,3.18,13.86,0,28,28,1,1,4,7,5,9,1,4,23,0,3,0,0,0,0,0
23,282,38162,TRUE,-5.9,2.57,12.85,-1.01,29,29,1,1,4,9,5,10,2,4,26,0,4,0,0,0,0,0
24,282,38162,TRUE,2.1,2.54,14.01,1.16,30,35,1,1,5,10,5,10,2,5,26,0,4,0,0,0,0,0
25,282,38162,TRUE,6.6,2.78,14.76,0.75,34,38,2,1,6,10,5,10,2,5,27,0,4,0,0,0,0,0
26,282,38162,TRUE,0.7,2.66,13.95,-0.81,37,39,2,1,7,10,5,10,2,5,30,0,4,0,0,0,0,0
27,282,38162,TRUE,0.7,2.56,13.87,-0.08,38,39,2,1,7,11,5,10,2,5,31,0,4,0,0,0,0,0
28,282,38162,TRUE,3.8,2.62,14.25,0.38,41,43,2,1,7,11,6,10,2,5,36,0,5,0,0,0,0,0
29,282,38162,TRUE,5.2,2.74,14.43,0.18,42,44,2,1,7,11,7,11,2,5,41,0,5,0,0,0,0,0
30,282,38162,TRUE,5,2.84,14.45,0.02,46,48,3,1,7,12,7,12,2,5,43,0,5,0,0,0,0,0
31,282,38162,TRUE,1.9,2.8,13.81,-0.64,49,49,3,1,7,12,7,12,2,6,45,0,5,0,0,0,0,0
32,282,38162,TRUE,5.9,2.93,14.55,0.74,49,51,3,1,8,12,8,15,2,6,47,0,5,0,0,0,0,0
33,282,38162,TRUE,8.6,3.16,15.13,0.58,53,53,3,1,9,13,9,15,2,6,48,0,6,0,0,0,0,0
34,282,38162,FALSE,0,3.16,15.13,0,53,53,3,1,9,13,9,15,2,6,48,0,6,0,0,0,0,0
35,282,38162,TRUE,6.9,3.3,14.85,-0.28,57,54,3,1,10,14,10,20,2,6,52,0,6,0,0,0,0,0
36,282,38162,TRUE,1.2,3.22,13.89,-0.96,58,60,4,1,10,14,10,20,2,6,53,0,7,0,0,0,0,0
37,282,38162,TRUE,9.6,3.45,15.34,1.45,58,61,4,1,10,15,11,21,2,7,53,0,7,0,0,0,0,0
38,282,38162,TRUE,13,3.78,15.99,0.65,59,65,5,1,11,16,12,23,2,7,53,0,7,0,0,0,0,0
0,284,38196,FALSE,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,284,38196,FALSE,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,284,38196,FALSE,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,284,38196,FALSE,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,284,38196,TRUE,0,0,9.17,-2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,284,38196,TRUE,-0.3,-0.15,8.51,-0.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,284,38196,TRUE,4.6,1.43,9.34,0.83,3,6,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
8,284,38196,TRUE,0,1.02,8.24,-0.34,5,9,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0
9,284,38196,TRUE,-0.3,0.8,7.99,-0.25,5,10,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0
10,284,38196,FALSE,0,0.8,7.99,0,5,10,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0
11,284,38196,FALSE,0,0.8,7.99,0,5,10,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0
12,284,38196,FALSE,0,0.8,7.99,0,5,10,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0
13,284,38196,FALSE,0,0.8,7.99,0,5,10,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0
14,284,38196,FALSE,0,0.8,7.99,0,5,10,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0
15,284,38196,TRUE,1.1,0.84,7.51,-0.48,5,12,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0
16,284,38196,TRUE,1.6,0.94,7.65,0.14,5,12,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0
17,284,38196,TRUE,3.4,1.21,7.87,0.22,9,15,0,0,1,3,0,0,0,9,7,0,2,0,0,0,0,0
18,284,38196,TRUE,0,1.09,7.42,-0.45,9,15,0,0,1,3,0,0,0,9,7,0,2,0,0,0,0,0
19,284,38196,TRUE,0.1,1,7.26,-0.16,10,20,0,0,1,3,0,0,0,12,11,0,3,0,0,0,0,0
20,284,38196,FALSE,0,1,7.26,0,10,20,0,0,1,3,0,0,0,12,11,0,3,0,0,0,0,0
21,284,38196,FALSE,0,1,7.26,0,10,20,0,0,1,3,0,0,0,12,11,0,3,0,0,0,0,0
22,284,38196,FALSE,0,1,7.26,0,10,20,0,0,1,3,0,0,0,12,11,0,3,0,0,0,0,0
23,284,38196,FALSE,0,1,7.26,0,10,20,0,0,1,3,0,0,0,12,11,0,3,0,0,0,0,0
24,284,38196,FALSE,0,1,7.26,0,10,20,0,0,1,3,0,0,0,12,11,0,3,0,0,0,0,0
25,284,38196,FALSE,0,1,7.26,0,10,20,0,0,1,3,0,0,0,12,11,0,3,0,0,0,0,0
26,284,38196,FALSE,0,1,7.26,0,10,20,0,0,1,3,0,0,0,12,11,0,3,0,0,0,0,0
27,284,38196,FALSE,0,1,7.26,0,10,20,0,0,1,3,0,0,0,12,11,0,3,0,0,0,0,0
28,284,38196,FALSE,0,1,7.26,0,10,20,0,0,1,3,0,0,0,12,11,0,3,0,0,0,0,0
29,284,38196,FALSE,0,1,7.26,0,10,20,0,0,1,3,0,0,0,12,11,0,3,0,0,0,0,0
30,284,38196,FALSE,0,1,7.26,0,10,20,0,0,1,3,0,0,0,12,11,0,3,0,0,0,0,0
31,284,38196,FALSE,0,1,7.26,0,10,20,0,0,1,3,0,0,0,12,11,0,3,0,0,0,0,0
32,284,38196,FALSE,0,1,7.26,0,10,20,0,0,1,3,0,0,0,12,11,0,3,0,0,0,0,0
33,284,38196,FALSE,0,1,7.26,0,10,20,0,0,1,3,0,0,0,12,11,0,3,0,0,0,0,0
34,284,38196,FALSE,0,1,7.26,0,10,20,0,0,1,3,0,0,0,12,11,0,3,0,0,0,0,0
35,284,38196,FALSE,0,1,7.26,0,10,20,0,0,1,3,0,0,0,12,11,0,3,0,0,0,0,0
36,284,38196,FALSE,0,1,7.26,0,10,20,0,0,1,3,0,0,0,12,11,0,3,0,0,0,0,0
37,284,38196,FALSE,0,1,7.26,0,10,20,0,0,1,3,0,0,0,12,11,0,3,0,0,0,0,0
38,284,38196,FALSE,0,1,7.26,0,10,20,0,0,1,3,0,0,0,12,11,0,3,0,0,0,0,0
0,267,38225,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,267,38225,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,267,38225,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,267,38225,TRUE,0.4,0.4,3.86,-1.14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,267,38225,FALSE,0,0.4,3.86,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,267,38225,TRUE,0.5,0.45,3.56,-0.3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,267,38225,FALSE,0,0.45,3.56,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,267,38225,FALSE,0,0.45,3.56,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,267,38225,FALSE,0,0.45,3.56,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,267,38225,FALSE,0,0.45,3.56,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,267,38225,FALSE,0,0.45,3.56,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,267,38225,FALSE,0,0.45,3.56,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,267,38225,FALSE,0,0.45,3.56,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,267,38225,FALSE,0,0.45,3.56,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,267,38225,FALSE,0,0.45,3.56,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,282,38229,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,282,38229,TRUE,-2.9,-2.9,1.49,-3.51,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,282,38229,TRUE,0.5,-1.2,0.73,-0.76,5,7,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0
3,282,38229,TRUE,-1.7,-1.37,0.74,0.01,8,10,0,0,0,1,0,2,0,1,5,0,2,0,0,0,0,0
4,282,38229,TRUE,6.3,0.55,2.05,1.31,8,16,0,0,0,2,0,2,0,3,7,0,2,0,1,0,0,0
5,282,38229,TRUE,3,1.04,2.04,-0.01,9,20,0,0,0,2,0,2,0,4,9,0,3,0,2,0,0,0
6,282,38229,FALSE,0,1.04,2.04,0,9,20,0,0,0,2,0,2,0,4,9,0,3,0,2,0,0,0
8,282,38229,TRUE,0.2,0.97,1.76,-0.19,11,26,0,0,0,3,0,2,0,5,9,0,3,0,2,0,0,0
9,282,38229,TRUE,0.5,0.91,1.81,0.05,13,30,0,0,0,3,0,2,0,6,11,0,3,0,2,0,0,0
10,282,38229,FALSE,0,0.91,1.81,0,13,30,0,0,0,3,0,2,0,6,11,0,3,0,2,0,0,0
11,282,38229,TRUE,0.1,0.82,1.72,-0.09,16,32,0,0,0,3,0,2,0,7,12,0,4,0,2,0,0,0
12,282,38229,TRUE,3.9,1.13,2.5,0.78,16,32,0,0,0,3,0,2,0,7,12,0,4,0,2,0,0,0
13,282,38229,TRUE,-2.7,0.78,1.35,-1.15,22,39,0,0,0,4,0,2,0,10,15,0,6,0,2,0,0,0
14,282,38229,FALSE,0,0.78,1.35,0,22,39,0,0,0,4,0,2,0,10,15,0,6,0,2,0,0,0
15,282,38229,TRUE,2.8,0.95,2.2,0.85,27,46,0,0,0,4,0,2,0,12,17,0,6,0,2,0,0,0
16,282,38229,TRUE,6.5,1.38,3.07,0.87,27,46,0,0,0,4,0,2,0,12,17,0,6,0,2,0,0,0
17,282,38229,TRUE,14.5,2.32,4.83,1.76,31,55,0,0,1,5,1,2,0,17,20,0,6,0,3,0,0,0
18,282,38229,TRUE,5.9,2.56,3.85,-0.98,34,58,0,0,1,5,1,2,0,21,23,0,6,0,3,0,0,0
