"Rodada","ClubeID","AtletaID","Participou","Pontos","PontosMedia","Preco","PrecoVariacao","FS","PE","A","FT","FD","FF","G","I","PP","RB","FC","GC","CA","CV","SG","DD","DP","GS"
0,265,37245,FALSE,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,265,37245,TRUE,8.39,8.39,8.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,265,37245,TRUE,3.56,5.98,10.41,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,265,37245,TRUE,0.94,4.3,9.83,-0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,292,37246,FALSE,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,292,37246,TRUE,-0.77,-0.77,2.28,-1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,292,37246,TRUE,1.62,0.42,2.15,-0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,283,37281,FALSE,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,283,37281,TRUE,5.4,5.4,12.31,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,283,37281,TRUE,3.43,4.41,12.07,-0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,283,37281,TRUE,4.95,4.59,12.55,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,283,37281,TRUE,0.65,3.61,11.71,-0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,283,37281,TRUE,1.35,3.16,11.38,-0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,283,37281,TRUE,5.95,3.63,12.29,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,283,37281,TRUE,6.85,3.82,12.59,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,283,37281,TRUE,0.03,3.4,11.41,-1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,283,37281,TRUE,8.31,3.89,13.05,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,283,37281,TRUE,2.35,3.75,12.15,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,283,37281,TRUE,4.25,3.79,12.56,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,283,37281,TRUE,5.91,3.95,12.98,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,283,37281,TRUE,1.74,3.79,12.33,-0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,283,37281,TRUE,3.01,3.74,12.29,-0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,283,37281,TRUE,2.41,3.66,12.3,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,283,37281,TRUE,3.86,3.67,12.38,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,283,37281,TRUE,6.57,3.83,13.18,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,283,37281,TRUE,3.15,3.79,12.49,-0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,283,37281,TRUE,1.8,3.69,12.29,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,283,37281,TRUE,6.93,3.84,13.01,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,283,37281,TRUE,3.65,3.83,12.71,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,283,37281,TRUE,4.26,3.85,12.87,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,283,37281,TRUE,4.4,3.87,12.92,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,283,37281,TRUE,4.11,3.88,12.88,-0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,283,37281,TRUE,1.63,3.79,12.61,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,283,37281,TRUE,5.98,3.87,13.37,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,283,37281,FALSE,0,3.87,13.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,283,37281,TRUE,0.85,3.76,12.29,-1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,283,37281,TRUE,3.06,3.74,12.65,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,283,37281,TRUE,2.98,3.71,12.52,-0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,283,37281,TRUE,6.82,3.81,13.26,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,283,37281,TRUE,1.85,3.75,12.5,-0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,283,37281,TRUE,5.56,3.8,13.03,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,283,37281,TRUE,5.21,3.84,13.08,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,283,37281,TRUE,3.89,3.84,12.87,-0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,283,37281,TRUE,1.15,3.77,12.43,-0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,283,37281,TRUE,1.08,3.7,12.32,-0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,303,37306,FALSE,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,303,37306,TRUE,9.75,9.75,9.72,5.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,303,37306,TRUE,2.89,6.32,11.22,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,303,37306,TRUE,4.11,5.58,11.73,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,303,37306,TRUE,6.42,5.79,12.84,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,303,37306,TRUE,0.97,4.83,11.74,-1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,303,37306,TRUE,4.12,4.71,12.25,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,303,37306,TRUE,4.39,4.25,12.18,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,303,37306,TRUE,4.14,4.24,12.26,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,303,37306,TRUE,1.05,3.92,11.74,-0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,303,37306,TRUE,3.57,3.89,12.14,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,303,37306,TRUE,1.4,3.68,11.78,-0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,303,37306,TRUE,2.76,3.61,11.98,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,303,37306,TRUE,2.05,3.5,11.86,-0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,303,37306,TRUE,8.78,3.85,12.93,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,303,37306,TRUE,6.8,4.03,12.95,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,303,37306,FALSE,0,4.03,12.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,303,37306,TRUE,2.07,3.91,12.19,-0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,303,37306,TRUE,4.35,3.93,12.42,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,303,37306,TRUE,5.98,4.04,12.83,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,303,37306,TRUE,3.14,3.99,12.22,-0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,303,37306,TRUE,2.28,3.91,12.23,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,303,37306,TRUE,3.03,3.87,12.37,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,315,37306,TRUE,0,3.76,12.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,315,37306,TRUE,5.85,3.85,12.44,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,315,37306,TRUE,2.69,3.8,11.83,-0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,315,37306,TRUE,1.8,3.72,11.73,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,315,37306,TRUE,3.14,3.7,11.97,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,315,37306,TRUE,7.63,3.84,12.67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,315,37306,TRUE,2.65,3.8,11.96,-0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,315,37306,TRUE,2.76,3.77,11.95,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,315,37306,TRUE,6.1,3.85,12.55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,315,37306,TRUE,3.22,3.83,12.06,-0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,373,37333,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,373,37333,TRUE,2.6,2.6,3.25,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,373,37333,TRUE,1.03,1.81,3.58,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,373,37333,TRUE,2.24,1.95,4.04,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,373,37333,TRUE,1.4,1.81,4.09,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,276,37424,FALSE,0,0,9.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,293,37604,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,293,37604,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,293,37604,TRUE,-0.1,-0.1,4.34,-1.66,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
3,293,37604,TRUE,4.2,2.05,5.29,0.95,3,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
4,293,37604,TRUE,-0.4,1.23,4.48,-0.81,4,8,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
5,293,37604,FALSE,0,1.23,4.48,0,4,8,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
6,293,37604,TRUE,-0.2,0.87,4.08,-0.4,4,10,0,0,0,0,0,0,0,5,4,0,1,0,0,0,0,0
8,293,37604,FALSE,0,0.87,4.08,0,4,10,0,0,0,0,0,0,0,5,4,0,1,0,0,0,0,0
9,293,37604,FALSE,0,0.87,4.08,0,4,10,0,0,0,0,0,0,0,5,4,0,1,0,0,0,0,0
10,293,37604,FALSE,0,0.87,4.08,0,4,10,0,0,0,0,0,0,0,5,4,0,1,0,0,0,0,0
11,293,37604,TRUE,4.4,1.58,4.65,0.57,6,14,0,0,0,0,0,0,0,8,5,0,1,0,0,0,0,0
12,293,37604,TRUE,-2.8,0.85,3.37,-1.28,6,14,0,0,0,0,0,0,0,8,5,0,1,0,0,0,0,0
13,293,37604,FALSE,0,0.85,3.37,0,6,15,0,0,0,0,0,0,0,8,6,0,2,0,0,0,0,0
14,293,37604,TRUE,-0.9,0.6,3.48,0.11,6,18,0,0,0,0,0,0,0,8,6,0,2,0,0,0,0,0
15,293,37604,TRUE,5.7,1.24,4.62,1.14,8,19,0,0,0,0,0,0,0,8,6,0,2,0,1,0,0,0
16,293,37604,TRUE,-0.7,1.02,3.64,-0.98,8,19,0,0,0,0,0,0,0,8,6,0,2,0,1,0,0,0
17,293,37604,TRUE,5,1.42,4.6,0.96,8,23,0,0,1,0,0,0,0,8,7,0,2,0,2,0,0,0
18,293,37604,FALSE,0,1.42,4.6,0,8,23,0,0,1,0,0,0,0,8,7,0,2,0,2,0,0,0
19,293,37604,TRUE,2.2,1.49,4.25,-0.35,8,24,0,0,1,0,0,0,0,8,8,0,3,0,3,0,0,0
20,293,37604,FALSE,0,1.49,4.25,0,8,24,0,0,1,0,0,0,0,8,8,0,3,0,3,0,0,0
21,293,37604,TRUE,6.1,1.87,4.94,0.69,8,26,0,0,1,0,0,0,0,9,8,0,3,0,4,0,0,0
22,293,37604,TRUE,1.5,1.84,4.33,-0.61,8,28,0,0,1,0,0,0,0,12,10,0,4,0,4,0,0,0
23,293,37604,TRUE,4.2,2.01,4.85,0.52,10,29,0,1,2,0,0,0,0,12,12,0,4,0,4,0,0,0
24,293,37604,FALSE,0,2.01,4.85,0,10,29,0,1,2,0,0,0,0,12,12,0,4,0,4,0,0,0
25,293,37604,TRUE,0.8,1.93,4.3,-0.55,11,32,0,1,2,0,0,0,0,13,13,0,4,0,4,0,0,0
26,293,37604,FALSE,0,1.93,4.3,0,11,32,0,1,2,0,0,0,0,13,13,0,4,0,4,0,0,0
27,293,37604,FALSE,0,1.93,4.3,0,11,32,0,1,2,0,0,0,0,13,13,0,4,0,4,0,0,0
28,293,37604,FALSE,0,1.93,4.3,0,11,32,0,1,2,0,0,0,0,13,13,0,4,0,4,0,0,0
29,293,37604,FALSE,0,1.93,4.3,0,11,32,0,1,2,0,0,0,0,13,13,0,4,0,4,0,0,0
30,293,37604,FALSE,0,1.93,4.3,0,11,32,0,1,2,0,0,0,0,13,13,0,4,0,4,0,0,0
31,293,37604,FALSE,0,1.93,4.3,0,11,32,0,1,2,0,0,0,0,13,13,0,4,0,4,0,0,0
32,293,37604,TRUE,1.1,1.88,4.2,-0.1,12,34,0,1,2,0,0,0,0,14,14,0,4,0,4,0,0,0
33,293,37604,TRUE,3.1,1.95,4.57,0.37,12,35,0,1,2,0,0,0,0,16,14,0,4,0,4,0,0,0
34,293,37604,TRUE,4.4,2.09,4.8,0.23,12,37,0,1,2,0,0,0,0,16,14,0,4,0,5,0,0,0
35,293,37604,TRUE,-1.3,1.91,3.9,-0.9,13,43,0,1,2,0,0,0,0,16,14,0,4,0,5,0,0,0
36,293,37604,FALSE,0,1.91,3.9,0,13,43,0,1,2,0,0,0,0,16,14,0,4,0,5,0,0,0
37,293,37604,TRUE,-1.4,1.74,3.81,-0.09,14,46,0,1,2,0,0,0,0,16,16,0,4,0,5,0,0,0
38,293,37604,FALSE,0,1.74,3.81,0,14,46,0,1,2,0,0,0,0,16,16,0,4,0,5,0,0,0
0,275,37607,FALSE,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,275,37607,FALSE,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,275,37607,TRUE,3.8,3.8,7.51,-0.49,1,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
3,275,37607,TRUE,-1.1,1.35,6.15,-1.36,1,12,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
4,275,37607,TRUE,-0.7,0.67,5.71,-0.44,1,14,0,0,0,2,0,0,0,4,1,0,1,0,0,0,0,0
5,275,37607,TRUE,2.3,1.08,6.08,0.37,2,20,0,0,1,4,0,1,0,5,1,0,1,0,0,0,0,0
