"Rodada","ClubeID","AtletaID","Participou","Pontos","PontosMedia","Preco","PrecoVariacao","FS","PE","A","FT","FD","FF","G","I","PP","RB","FC","GC","CA","CV","SG","DD","DP","GS"
18,262,37673,TRUE,4.3,2.45,9.13,1.36,1,4,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0
19,262,37673,TRUE,3.5,2.52,8.97,-0.16,3,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0
20,262,37673,TRUE,3.7,2.59,9.13,0.16,3,3,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0
21,262,37673,TRUE,1.1,2.51,8.66,-0.47,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22,262,37673,TRUE,9.4,2.87,10.24,1.58,2,5,0,1,0,1,1,1,0,1,3,0,1,0,0,0,0,0
23,262,37673,TRUE,3,2.88,9.21,-1.03,2,2,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0
24,262,37673,TRUE,5.5,3,9.78,0.57,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
25,262,37673,FALSE,0,3,9.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,262,37673,TRUE,1.6,2.94,9.11,-0.67,1,1,0,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0
27,262,37673,TRUE,0.5,2.83,8.79,-0.32,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,262,37673,TRUE,6.4,2.98,9.85,1.06,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
29,262,37673,FALSE,0,2.98,9.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,262,37673,FALSE,0,2.98,9.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,262,37673,FALSE,0,2.98,9.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,262,37673,FALSE,0,2.98,9.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,262,37673,FALSE,0,2.98,9.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,266,37674,FALSE,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,266,37674,TRUE,1.2,1.2,11.51,-2.49,2,4,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0
2,266,37674,TRUE,0.7,0.95,9.51,-2,3,4,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0
3,266,37674,TRUE,10.5,4.13,12.38,2.87,1,2,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0
4,266,37674,TRUE,8.6,5.25,13.52,1.14,3,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0
5,266,37674,TRUE,0.8,4.36,12.31,-1.21,0,7,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
6,266,37674,TRUE,14.9,6.12,15.86,3.55,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,266,37674,TRUE,7.9,6.37,15.34,-0.52,2,5,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
8,266,37674,FALSE,0,6.37,15.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,266,37674,FALSE,0,6.37,15.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,266,37674,TRUE,7,6.45,15.37,0.03,4,3,1,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0
11,266,37674,TRUE,-0.2,5.71,14.08,-1.29,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
12,266,37674,TRUE,-1.1,5.03,13.59,-0.49,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,266,37674,TRUE,-1.2,4.46,13.41,-0.18,3,3,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0
14,266,37674,TRUE,2.6,4.3,13.98,0.57,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15,266,37674,FALSE,0,4.3,13.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,266,37674,FALSE,0,4.3,13.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,266,37674,FALSE,0,4.3,13.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,266,37674,TRUE,3.9,4.27,13.87,-0.11,1,4,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0
19,266,37674,TRUE,8.6,4.58,14.67,0.8,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
20,266,37674,TRUE,1.4,4.37,13.58,-1.09,1,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
21,266,37674,TRUE,-0.6,4.06,13.09,-0.49,3,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0
22,266,37674,FALSE,0,4.06,13.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,266,37674,TRUE,0.9,3.87,13.08,-0.01,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
24,266,37674,TRUE,-2.4,3.52,12.47,-0.61,2,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
25,266,37674,TRUE,8.5,3.78,14.34,1.87,1,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
26,266,37674,TRUE,6.4,3.91,14.11,-0.23,4,6,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
27,266,37674,TRUE,0.5,3.75,12.96,-1.15,2,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
28,266,37674,TRUE,2.7,3.7,13.32,0.36,1,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
29,266,37674,TRUE,14.8,4.18,15.7,2.38,2,4,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
30,266,37674,TRUE,1,4.05,13.39,-2.31,1,3,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0
31,266,37674,TRUE,11,4.33,15.04,1.65,3,1,0,0,0,2,1,0,0,2,2,0,1,0,0,0,0,0
32,266,37674,TRUE,1.9,4.24,13.65,-1.39,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33,266,37674,TRUE,0.3,4.09,13.11,-0.54,3,3,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0
0,263,37678,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,263,37678,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,263,37678,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,263,37678,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,263,37678,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,263,37678,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,263,37678,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,263,37678,TRUE,0.4,0.4,1.7,-0.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,263,37678,TRUE,-2.5,-1.05,0.97,-0.73,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
9,263,37678,FALSE,0,-1.05,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,263,37678,FALSE,0,-1.05,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,263,37678,TRUE,-0.8,-0.97,1.05,0.08,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12,263,37678,FALSE,0,-0.97,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,263,37678,TRUE,1.9,-0.25,1.53,0.48,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14,263,37678,FALSE,0,-0.25,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,263,37678,FALSE,0,-0.25,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,263,37678,FALSE,0,-0.25,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,263,37678,FALSE,0,-0.25,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,263,37678,TRUE,0,-0.2,1.23,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,263,37678,TRUE,-0.6,-0.27,1.09,-0.14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,263,37678,TRUE,0.9,-0.1,1.35,0.26,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
21,263,37678,TRUE,1.4,0.09,1.47,0.12,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
22,263,37678,FALSE,0,0.09,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,263,37678,TRUE,0,0.08,1.23,-0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,263,37678,FALSE,0,0.08,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,263,37678,FALSE,0,0.08,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,263,37678,FALSE,0,0.08,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,263,37678,FALSE,0,0.08,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,263,37678,TRUE,0,0.07,1.18,-0.05,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
29,263,37678,FALSE,0,0.07,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,263,37678,FALSE,0,0.07,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,263,37678,TRUE,1,0.15,1.34,0.16,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
32,263,37678,TRUE,-1.1,0.05,0.98,-0.36,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
33,263,37678,TRUE,2.1,0.21,1.5,0.52,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,262,37684,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,262,37684,TRUE,9.1,9.1,10.68,5.68,2,1,0,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0
2,262,37684,FALSE,0,9.1,10.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,262,37684,FALSE,0,9.1,10.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,262,37684,FALSE,0,9.1,10.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,262,37684,FALSE,0,9.1,10.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,262,37684,FALSE,0,9.1,10.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,262,37684,TRUE,6.4,7.75,10.98,0.3,0,5,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0
8,262,37684,FALSE,0,7.75,10.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,262,37684,TRUE,1.1,5.53,9.86,-1.12,0,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
10,262,37684,TRUE,1.6,4.55,10.06,0.2,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
11,262,37684,TRUE,-4.1,2.82,8.77,-1.29,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
12,262,37684,FALSE,0,2.82,8.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,262,37684,FALSE,0,2.82,8.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,262,37684,FALSE,0,2.82,8.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,262,37684,FALSE,0,2.82,8.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,262,37684,FALSE,0,2.82,8.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,262,37684,FALSE,0,2.82,8.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,262,37684,FALSE,0,2.82,8.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,262,37684,TRUE,3.1,2.87,8.99,0.22,0,5,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
20,262,37684,FALSE,0,2.87,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,262,37684,TRUE,5.6,3.26,9.48,0.49,1,2,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0
22,262,37684,TRUE,-0.5,2.79,8.45,-1.03,0,3,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0
23,262,37684,TRUE,-1.1,2.36,8.2,-0.25,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24,262,37684,TRUE,0.7,2.19,8.5,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,262,37684,TRUE,3.3,2.29,8.94,0.44,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
26,262,37684,TRUE,1,2.18,8.55,-0.39,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
27,262,37684,TRUE,8.7,2.68,9.84,1.29,1,3,1,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0
28,262,37684,TRUE,6.5,2.95,9.64,-0.2,1,3,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
29,262,37684,TRUE,3.7,3,9.35,-0.29,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
30,262,37684,TRUE,1.9,2.93,9.02,-0.33,1,2,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0
31,262,37684,FALSE,0,2.93,9.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,262,37684,FALSE,0,2.93,9.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,262,37684,FALSE,0,2.93,9.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,266,37688,FALSE,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,266,37688,TRUE,1.2,1.2,19.09,-4.91,2,4,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0
2,266,37688,TRUE,1,1.1,15.45,-3.64,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,266,37688,TRUE,-1.2,0.33,13.45,-2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,266,37688,TRUE,0.9,0.47,13.12,-0.33,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5,266,37688,TRUE,11.4,2.66,15.76,2.64,7,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
6,266,37688,TRUE,10,3.88,16.48,0.72,1,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
7,266,37688,FALSE,0,3.88,16.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,266,37688,FALSE,0,3.88,16.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,266,37688,FALSE,0,3.88,16.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,266,37688,TRUE,-2,3.04,13.9,-2.58,1,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
11,266,37688,TRUE,-1.7,2.45,13.6,-0.3,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12,266,37688,TRUE,14,3.73,16.58,2.98,1,3,1,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0
13,266,37688,TRUE,9.4,4.3,16.37,-0.21,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
14,266,37688,TRUE,-0.4,3.87,14.68,-1.69,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15,266,37688,TRUE,2.9,3.79,15.24,0.56,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
16,266,37688,TRUE,-0.6,3.45,14.25,-0.99,2,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0
17,266,37688,TRUE,13.4,4.16,17.15,2.9,4,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0
18,266,37688,FALSE,0,4.16,17.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,266,37688,TRUE,7.4,4.38,16.07,-1.08,5,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
20,266,37688,TRUE,11.2,4.81,17.08,1.01,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
21,266,37688,TRUE,0,4.53,15.14,-1.94,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,266,37688,TRUE,9.8,4.82,16.92,1.78,3,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
23,266,37688,TRUE,0.2,4.58,15.21,-1.71,3,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
24,266,37688,TRUE,1.7,4.44,15.49,0.28,3,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0
25,266,37688,TRUE,-1.5,4.16,14.81,-0.68,2,4,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0
26,266,37688,TRUE,0.2,3.98,14.98,0.17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,266,37688,TRUE,3.3,3.95,15.28,0.3,1,3,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0
28,266,37688,TRUE,-0.3,3.77,14.65,-0.63,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
29,266,37688,FALSE,0,3.77,14.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,266,37688,FALSE,0,3.77,14.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,266,37688,FALSE,0,3.77,14.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,266,37688,FALSE,0,3.77,14.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,266,37688,TRUE,0.7,3.65,14.19,-0.46,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,283,37694,FALSE,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,283,37694,FALSE,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,283,37694,TRUE,-2.4,-2.4,1.96,-2.04,0,2,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0
3,283,37694,FALSE,0,-2.4,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,283,37694,FALSE,0,-2.4,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,283,37694,TRUE,3,0.3,2.53,0.57,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
6,283,37694,TRUE,2.6,1.07,2.76,0.23,2,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
7,283,37694,TRUE,0.9,1.03,2.54,-0.22,2,5,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0
8,283,37694,TRUE,7.3,2.28,4,1.46,2,5,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0
9,283,37694,TRUE,19.7,5.18,7.46,3.46,3,3,1,0,1,0,0,0,0,8,1,0,0,0,0,0,0,0
10,283,37694,TRUE,-0.3,4.4,4.57,-2.89,1,4,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0
11,283,37694,TRUE,3.9,4.34,5.42,0.85,5,3,0,0,0,0,0,0,0,4,5,0,1,0,0,0,0,0
12,283,37694,TRUE,2.8,4.17,5.35,-0.07,0,1,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0
13,283,37694,TRUE,2.3,3.98,5.39,0.04,2,1,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0
14,283,37694,FALSE,0,3.98,5.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,283,37694,TRUE,3.4,3.93,5.69,0.3,3,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0
16,283,37694,TRUE,4.5,3.98,5.93,0.24,1,5,0,0,1,0,0,0,0,5,4,0,1,0,0,0,0,0
17,283,37694,TRUE,-0.5,3.64,5.17,-0.76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18,283,37694,TRUE,1.5,3.49,5.47,0.3,1,2,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0
19,283,37694,TRUE,12.9,4.12,7.66,2.19,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
20,283,37694,TRUE,-2.4,3.71,5.19,-2.47,1,3,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0
21,283,37694,FALSE,0,3.71,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,283,37694,TRUE,1.3,3.57,5.7,0.51,2,1,0,0,0,2,0,0,0,1,5,0,0,0,0,0,0,0
23,283,37694,TRUE,9,3.87,7.13,1.43,0,3,0,0,0,1,0,0,0,6,2,0,0,0,0,0,0,0
24,283,37694,TRUE,4.9,3.92,6.65,-0.48,0,3,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0
25,283,37694,TRUE,1.6,3.8,6.13,-0.52,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26,283,37694,TRUE,4.5,3.83,6.69,0.56,1,1,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0
27,283,37694,TRUE,-2,3.56,5.5,-1.19,1,4,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
28,283,37694,TRUE,3,3.54,6.34,0.84,2,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
29,283,37694,TRUE,2.1,3.48,6.29,-0.05,1,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
30,283,37694,TRUE,-0.2,3.33,5.86,-0.43,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
31,283,37694,TRUE,-1.2,3.16,5.58,-0.28,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32,283,37694,TRUE,1.7,3.11,6.08,0.5,0,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
33,283,37694,TRUE,1.1,3.04,5.88,-0.2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,262,37701,FALSE,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,262,37701,TRUE,0.4,0.4,16.97,-5.03,0,7,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2,262,37701,TRUE,-6.3,-2.95,10.23,-6.74,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
3,262,37701,FALSE,0,-2.95,10.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,262,37701,TRUE,1.8,-1.37,9.53,-0.7,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,262,37701,TRUE,-2.8,-1.73,8.07,-1.46,0,5,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
6,262,37701,TRUE,1.6,-1.06,8.54,0.47,3,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
7,262,37701,TRUE,6.8,0.25,9.69,1.15,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8,262,37701,TRUE,0.4,0.27,8.38,-1.31,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,262,37701,TRUE,3.3,0.65,8.97,0.59,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
10,262,37701,TRUE,1.1,0.7,8.73,-0.24,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,262,37701,TRUE,-0.6,0.57,8.3,-0.43,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12,262,37701,TRUE,1.4,0.65,8.52,0.22,2,7,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
13,262,37701,FALSE,0,0.65,8.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,262,37701,TRUE,5.8,1.08,9.37,0.85,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
15,262,37701,TRUE,10.9,1.84,10.69,1.32,2,3,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0
16,262,37701,TRUE,10.8,2.48,10.92,0.23,1,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0
17,262,37701,TRUE,10.7,3.03,11.49,0.57,1,4,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0
18,262,37701,TRUE,-0.7,2.8,9.53,-1.96,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,262,37701,TRUE,4.5,2.9,10.33,0.8,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
20,262,37701,TRUE,3.1,2.91,10.21,-0.12,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
21,262,37701,TRUE,5.5,3.05,10.67,0.46,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
22,262,37701,TRUE,4.2,3.11,10.55,-0.12,5,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
23,262,37701,TRUE,2.4,3.08,10.21,-0.34,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
24,262,37701,TRUE,0.2,2.95,9.87,-0.34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,262,37701,TRUE,0.7,2.85,9.89,0.02,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26,262,37701,TRUE,2.4,2.83,10.16,0.27,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27,262,37701,TRUE,2.3,2.81,10.03,-0.13,1,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
28,262,37701,TRUE,10.6,3.11,11.58,1.55,0,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
29,262,37701,TRUE,0.9,3.03,10.13,-1.45,2,5,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
30,262,37701,TRUE,7.4,3.19,11.24,1.11,2,5,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0
31,262,37701,FALSE,0,3.19,11.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,262,37701,TRUE,2.2,3.16,10.35,-0.89,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
33,262,37701,FALSE,0,3.16,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,287,37705,FALSE,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
