"ID","Apelido","ClubeID","PosicaoID"
38279,"Wellington Paulista",294,5
38279,"Wellington Paulista",266,5
51318,"Leandro Donizete",282,4
38852,"Anderson",285,4
73766,"Diego Aguirre",285,6
37899,"Renan",290,1
37674,"Wagner",266,4
38140,"Fernando Prass",275,1
38196,"Maicon",284,4
68693,"Armero",262,2
68974,"Marcão",316,5
60819,"Dedé",283,3
37694,"Henrique",283,4
68872,"Marcelo Lomba",303,1
62009,"Camilo",315,4
83257,"Gabriel",277,5
72023,"Sueliton",317,2
72023,"Sueliton",316,2
38573,"Nilton",285,4
50421,"Wesley",276,4
70116,"Fellipe Bastos",284,4
81770,"Clayton",316,5
37604,"Paulo André",283,3
41327,"Vanderlei Luxemburgo",262,6
41327,"Vanderlei Luxemburgo",283,6
38431,"Diego Cavalieri",266,1
68711,"Chiquinho",277,2
50362,"Lucas",275,2
80949,"Biro Biro",303,5
68958,"Wallace",262,3
84382,"Danilo",292,4
38959,"Vagner Love",264,5
85027,"Carlos",282,5
85211,"Thalles",267,5
82768,"Danilo",315,1
68697,"Bernardo",267,4
50877,"Pedro Ken",264,4
50877,"Pedro Ken",294,4
43618,"Luiz Felipe Scolari",284,6
73800,"Rodrigo Caio",276,4
60825,"Felipe Azevedo",303,5
85423,"Valdivia",285,4
38138,"Jô",282,5
38069,"Richarlyson",315,4
62056,"Kempes",317,5
68893,"André Lima",314,5
68954,"Marquinhos Gabriel",277,4
87420,"Cristaldo",275,5
37958,"Felipe",316,1
41859,"Marcelinho Paraíba",317,4
71892,"Wellington Silva",266,2
38695,"David",290,4
69014,"Manoel",283,3
37781,"Marcelo Costa",317,4
63119,"Juninho",316,4
69018,"Deivid",293,4
78891,"Petros",264,4
68951,"Josimar",303,4
38451,"Carlinhos",276,2
38921,"Júlio Baptista",283,4
80853,"Pedro Geromel",284,3
78965,"Roni",303,4
69705,"Nikão",293,4
38287,"Roger",315,5
73465,"Luccas Claro",264,3
73465,"Luccas Claro",294,3
38108,"Jorge Henrique",285,5
38108,"Jorge Henrique",267,5
84679,"Emanuel Biancucchi",267,4
50880,"Keirrison",264,5
50880,"Keirrison",294,5
62127,"Wallyson",264,5
62127,"Wallyson",294,5
37608,"Cristian",264,4
55519,"Edmílson",315,5
82469,"Douglas Coutinho ",293,5
78968,"Leandro Pereira",275,5
72084,"França",316,4
88479,"Walace",284,4
37851,"Maicosuel",282,4
36940,"Oswaldo De Oliveira",275,6
36940,"Oswaldo De Oliveira",262,6
51705,"Bruno Rodrigo",283,3
37655,"Rafael Moura",285,5
38525,"Cléo",293,5
50347,"Alan Kardec",276,5
38311,"Márcio Araújo",262,4
38021,"Wendel",292,4
63283,"Esquerdinha",290,4
63283,"Esquerdinha",294,4
69099,"Seymour",283,4
69099,"Seymour",267,4
37652,"Carlos Alberto",316,4
62119,"Tiago Luis",317,5
62119,"Tiago Luis",315,5
72097,"Giovanni",266,2
50295,"Felipe Menezes",290,4
81905,"Henrique Dourado",283,5
61241,"Wellington Saci",317,2
73910,"Tobio",275,3
60822,"Renan Oliveira",314,4
41387,"Eduardo Costa",314,4
83335,"Anderson Lopes",314,5
62086,"Pará",262,2
84318,"Samir ",262,3
85586,"Jonas",262,4
72893,"Eduardo Da Silva",262,5
51495,"Tiago Alves",303,3
62974,"Werley",277,3
80281,"Cleberson",293,3
84585,"Allione",275,4
68685,"Alan Patrick",275,4
68685,"Alan Patrick",262,4
38515,"Marquinhos",316,3
50382,"Charles",283,4
70132,"Alan Santos",264,4
70132,"Alan Santos",294,4
63194,"Carlinhos",264,2
63194,"Carlinhos",294,2
50454,"Serginho",267,4
80129,"Jadson",293,4
38194,"Antônio Carlos",266,3
78715,"Ramiro",284,4
50328,"Marcelo Oliveira",284,2
60969,"Patric",282,2
61135,"Ananias",315,5
72099,"Wiliam Barbio",315,5
63172,"Paulão",285,3
49651,"Ernando",285,3
87741,"Joelinton",292,5
78445,"Renê",292,2
62139,"Ricardo Drubscky",266,6
82896,"Alisson Becker",285,1
86264,"Natanael",293,2
38763,"Marcinho",267,4
70929,"Negueba",264,5
70929,"Negueba",294,5
72943,"Luís Cáceres",264,4
72943,"Luís Cáceres",294,4
81845,"Alisson",283,5
71381,"Ruan",290,5
88056,"Malcom",264,5
73375,"Felipe",264,3
62004,"Bruno Aguiar",317,3
80374,"Norberto ",264,2
80374,"Norberto ",294,2
77579,"Dellatorre",293,5
60859,"Jael",317,5
90285,"Bruno Henrique",290,5
62129,"Wellington",285,4
71602,"João Paulo",275,2
72039,"Ferron",316,3
72039,"Ferron",303,3
71113,"Felipe ",293,4
71113,"Felipe ",303,4
69048,"Mazola",316,5
74271,"Edigar Junio",293,5
74271,"Edigar Junio",317,5
88917,"Murilo Henrique",290,4
70928,"William Henrique",317,5
36650,"Magno Alves",266,5
83028,"Braian Rodríguez",284,5
50453,"Anderson Pico",262,2
69019,"Fabinho ",317,5
84927,"Dodô",282,4
72491,"Bressan",262,3
72491,"Bressan",284,3
73515,"Gabriel",262,4
71042,"Augusto César",317,4
82632,"Lucas Coelho",290,5
70121,"Rafael Costa",317,5
74074,"Claudio Winck",285,2
71162,"Vinícius",266,4
63020,"Tinga",314,4
82787,"Joel",283,5
51681,"Hélder",264,4
51681,"Hélder",294,4
78652,"Jhon Cley",267,4
38632,"Matheus Ferraz",292,3
73957,"Ewerton Páscoa ",292,3
50439,"Vilson",315,3
68904,"Vítor",292,2
50313,"Elicarlos",315,4
63014,"Gil",315,4
78556,"Lucas",267,4
70046,"Victor Ferraz",277,2
83189,"Riascos",283,5
83189,"Riascos",267,5
85040,"Gabriel Xavier",283,4
49641,"Adriano",314,4
79343,"Doriva",267,6
79343,"Doriva",303,6
79343,"Doriva",276,6
42499,"Bruno",276,2
70944,"Bruno Henrique",264,4
90031,"Mendoza",264,5
37654,"Rosinei",264,4
37654,"Rosinei",294,4
37790,"Ceará",283,2
50645,"Eduardo",293,2
79826,"Douglas Santos",282,2
70992,"Juliano",290,4
84684,"Lucas Gomes",266,5
50292,"Paulinho Dias",293,4
80944,"Marlone",266,4
80944,"Marlone",292,4
37840,"Gustavo",293,3
88870,"Lula",293,3
71090,"João Filipe",266,3
70933,"Anderson Salles",267,3
38365,"Henrique",266,3
38440,"Pierre",266,4
56102,"João Paulo",264,4
56102,"João Paulo",294,4
91274,"Marcelo Fernandes",277,6
85931,"Hyoran",315,4
37783,"Ramon",290,4
51293,"Wanderson",315,4
69090,"Matías Rodríguez",284,2
81952,"Willian",292,4
81952,"Willian",266,4
51413,"Walter",264,1
60852,"Uendel",264,2
80287,"Luciano",264,5
37657,"Edu Dracena",264,3
86841,"Boschilia",276,4
85629,"Daniel",276,4
90303,"Lincoln",284,4
72389,"Mike",292,5
54250,"Maylson",315,4
63031,"Valmir Lucas",290,3
38074,"Ygor",290,4
69177,"Léo",285,2
88366,"Martín Luque",285,4
82613,"Alan Costa",285,3
62997,"João Paulo",303,2
51683,"Bruno Rangel",315,5
82647,"Régis",292,4
50361,"Rafael Lima",315,3
38579,"Rodrigo Mancha",292,4
78850,"Reinaldo",276,2
89154,"Gabriel Jesus",275,5
78248,"Gustavo Henrique",277,3
68821,"Rafael Galhardo",284,2
73879,"Rogério",317,2
82337,"Geandro",317,4
69040,"Vladimir",277,1
68962,"Arthur Maia",262,4
74060,"Luiz Antonio ",262,4
37993,"Almir",262,4
73974,"Alison",277,4
38178,"Roberto",314,5
88379,"Jean Patrick",267,4
82306,"Douglas Silva",267,3
82306,"Douglas Silva",317,3
37984,"Aranha",275,1
42232,"Amaral",275,4
38186,"Adrianinho",303,4
63003,"Uelliton",314,4
79584,"Yago",267,5
42489,"Cássio",314,3
69268,"Víctor Cáceres",262,4
60794,"Pablo",314,2
80913,"Nixon",262,5
90566,"Rafael Longuine",277,4
77967,"Mena",283,2
78967,"Dudu",316,5
63058,"Willian Farias",283,4
37627,"Diguinho",267,4
72731,"Oliveira",317,1
77911,"Jean Deretti",316,4
68830,"Ricardinho",316,4
71844,"Thiago Galhardo",264,4
71844,"Thiago Galhardo",294,4
71778,"Bady",293,4
71778,"Bady",303,4
68910,"Anselmo",317,4
51476,"Rafael Bastos",316,4
79887,"Fabiano",283,2
71507,"Edson Silva",276,3
51175,"Denis",276,1
72605,"Vitor Hugo",275,3
80576,"Renato",275,4
80576,"Renato",317,4
78012,"Yuri Mamute",284,5
61188,"Gilberto",267,5
86410,"Victor Luis",275,4
63000,"Victor Ramos",275,3
84893,"Henrique ",267,2
86486,"Milton Mendes",293,6
81223,"Erazo",284,3
86725,"Rafael Silva",267,5
42501,"Rhodolfo",284,3
50324,"Hudson",276,4
53896,"Sandro Silva",267,4
73085,"Leandro",275,5
73085,"Leandro",277,5
82703,"Matheus Biteco",284,4
37718,"Arouca",275,4
82737,"Welinton Junior",317,5
88850,"Marco Damasceno ",293,5
80583,"Lucas Lima",277,4
50427,"Kadu",293,3
50417,"Valencia",277,4
82525,"Rodrigo Biro",303,2
86837,"Diego Cardoso",277,5
71995,"Hugo",314,5
61106,"Cicinho",277,2
68827,"Renato Chaves",303,3
68808,"Nino Paraíba",314,2
91702,"Leandro",303,5
49675,"Alexandre Pato",276,5
80394,"Matheus Inácio",303,1
71123,"Thiago Mendes",276,4
70915,"Luis Felipe",317,2
78648,"Dráusio",317,3
73750,"Nicolás Freitas",285,4
36443,"Dida",285,1
63110,"Alan Ruschel",285,2
63110,"Alan Ruschel",293,2
79228,"Bruno Furlan",317,5
78530,"Matheus Bertotto",285,4
84861,"Alex Silva",292,2
71593,"Henrique Mattos",292,3
89342,"Caju",277,2
73620,"Bruno Alves",316,3
36790,"Josué",282,4
78977,"Bruno Mendes",314,5
73863,"Claudinei",314,4
80323,"Marrone",314,2
80441,"Bonfim ",264,3
80441,"Bonfim ",294,3
38745,"Jéci",314,3
85121,"Robert ",266,4
68873,"Paulo Victor",262,1
80036,"Alex Alves",290,3
79535,"Vaná",264,1
79535,"Vaná",294,1
86765,"Bruno Mota",293,4
69329,"Cereceda",316,2
81031,"Marquinhos Santos",264,6
81031,"Marquinhos Santos",294,6
81950,"Jefferson",316,4
81914,"Léo Lisboa",316,4
78407,"Douglas Grolli",283,3
68928,"Rafael",283,1
50346,"Guilherme Santos",314,2
63005,"Welinton",264,3
63005,"Welinton",294,3
82503,"Rodolfo",264,4
82503,"Rodolfo",294,4
70759,"Martinuccio",266,5
70111,"Guilherme Mattis",266,3
83255,"Giva",264,5
83255,"Giva",294,5
83528,"Léo Pereira",293,3
38523,"Edílson",264,2
79892,"Nenén",315,4
72871,"Cárdenas",282,4
88323,"Ángel Romero",264,5
51042,"Apodi",315,2
68690,"André",282,5
68690,"André",292,5
69008,"Neto",315,3
79710,"Caíque",293,5
74078,"Hernani",293,4
70916,"Diogo Goiano",290,2
89156,"Nathan",275,3
86935,"Rodrigo",290,4
62971,"Nirley",316,3
70934,"Jackson",275,3
77529,"Leandro Silva",316,2
80553,"Guilherme Lazaroni",316,2
69015,"Heracles",317,2
78897,"Naldo",317,4
81612,"Fernando Viana",317,5
79334,"Ricardo Silva",293,3
84381,"Rafinha",293,4
83683,"Andrei Girotto",275,4
73527,"Willian Rocha",314,2
79066,"Alex ",316,1
87732,"Carlos Henrique",316,5
84887,"Dener",316,4
73318,"Daniel Borges",293,2
62069,"Maikon Leite",275,5
62069,"Maikon Leite",292,5
70106,"Mouche",275,5
78176,"Harrison",293,4
89273,"João Pedro ",275,2
86409,"Lucas Olaza",293,2
91186,"Romeo Fernandes",293,5
73860,"Thiago Carvalho",283,3
73445,"Denner",314,4
42474,"Eltinho",314,2
37245,"Guto Ferreira",303,6
37245,"Guto Ferreira",315,6
86391,"Sander",314,2
87211,"Eduardo Baptista",292,6
87211,"Eduardo Baptista",266,6
78151,"Vagner",314,1
78422,"Oswaldo",292,3
69051,"Danilo Fernandes",292,1
77500,"Yago",264,3
50393,"Thiego",315,3
79193,"Abuda",315,4
73513,"Maranhão",315,4
69782,"Dener Assunção",315,2
51168,"André Paulino",315,3
88540,"Auro",276,2
79702,"Antônio Carlos ",314,3
82499,"Christiano ",267,2
89190,"Judivan ",283,5
52674,"Gilson",303,2
73644,"Ivan",264,2
73644,"Ivan",294,2
88054,"Diogo Sodré",264,4
88054,"Diogo Sodré",294,4
78235,"Leandrinho",277,4
82381,"Juninho",303,4
73855,"Jubal",277,3
73855,"Jubal",314,3
69143,"Diego Ivo",303,3
73992,"Rodinei",303,2
84557,"Montoya ",267,4
77551,"Thomás",303,4
87750,"Lorran",267,2
73876,"Jomar",267,3
38446,"Nei",267,2
78580,"Jonathan Cafu",276,5
80188,"Marcos Junior",266,5
71572,"Gabriel",284,3
73317,"Argel Fucks",316,6
73317,"Argel Fucks",285,6
78086,"César",262,1
38061,"Edcarlos",282,3
78458,"João Afonso",315,4
86890,"William Popp",317,5
78865,"Rodrigo Dourado",285,4
78236,"Danilo",290,5
85399,"Felipe Macedo",290,3
90366,"Luiz Fernando ",266,4
80400,"Rafinha",266,4
81091,"Jair",285,4
82764,"Rafael Forster",290,2
62976,"Everton Silva",314,2
78117,"Everaldo",316,5
87586,"Thiago Santana",316,5
37663,"Julio Cesar",267,2
60784,"Rafael Carioca",282,4
83688,"Luan",316,4
89606,"Felipe Saturnino",290,2
73528,"Guti",317,3
83101,"Alef",317,3
68938,"Giovanni Augusto",282,4
80975,"Romário ",314,2
87213,"Pará",283,2
82463,"Otávio ",293,4
69016,"Paulinho",303,4
82616,"Conrado",314,5
89930,"Andrigo",285,4
83511,"Érico Júnior",292,5
61986,"Aislan",267,3
88597,"Lucas Crispim",277,4
88597,"Lucas Crispim",317,4
71121,"Wesley",290,5
88225,"Daniel Guedes ",277,2
69041,"Muriel",285,1
87192,"Zeca",277,2
80280,"Taiberson",285,5
69165,"Pablo",303,3
87999,"Gustavo Scarpa",266,4
83395,"Wanderson",303,5
44857,"Naldinho",292,4
91001,"Evandro",292,2
79432,"Giovanni",293,4
89343,"Júnior",284,2
83760,"Caramelo",315,2
52897,"Nivaldo",315,1
71784,"Júnior Lopes",290,3
84997,"Paulo",290,5
91228,"Arthur",290,4
71037,"Clayton Sales",290,2
79339,"Dankler",317,3
86842,"Ewandro",276,5
86842,"Ewandro",293,5
78414,"Rafael Donato",317,3
50408,"Breno",276,3
63018,"Guilherme Andrade",264,2
73502,"Revson",314,4
37695,"Diego",314,1
90334,"Araújo",284,4
86757,"Everton",284,5
88430,"Luiz Carlos ",292,1
86588,"Ícaro",264,4
86588,"Ícaro",294,4
82639,"Marcelo Hermes",284,2
87611,"Tiago",284,1
85149,"Ronaldo",292,4
80552,"Marquinhos Pedroso",316,2
68817,"Paulo Miranda",276,3
63096,"Maicon Talhetti",316,4
68979,"Giovanni",282,1
70951,"Fabio",275,1
79866,"Hemerson Maria",317,6
72334,"Ayrton",275,2
72334,"Ayrton",262,2
80721,"Ryder",275,4
91714,"Marciel",264,4
90406,"Crysan",293,5
82466,"Bruno Pelissari",293,4
73384,"Samuel Xavier",292,2
37306,"Gilson Kleina",314,6
73769,"Guilherme Batata",293,4
91264,"Matheus Sávio",262,5
81121,"Lucas Mugni",262,4
69047,"Paulo Roberto",316,4
87747,"Yago",316,4
71724,"Agenor",317,1
84851,"Lucas Cândido",282,4
51299,"Emerson",314,3
90321,"Kadu",317,4
62120,"Trípodi",317,5
87399,"Mário Sérgio",317,2
89904,"Rafael Furlan",317,5
72204,"Diego Oliveira",303,5
69012,"Santos",293,1
84707,"Jonatan Lucca",293,4
68884,"Klever",266,1
83772,"Neilton",283,5
73721,"Marcos Vinícius",283,4
87401,"Eurico",283,4
91575,"Mateus Oliveira",264,5
91575,"Mateus Oliveira",294,5
61211,"Carlos Cesar",282,2
91323,"Luccas Barreto",264,4
91323,"Luccas Barreto",294,4
82749,"Eberson",264,3
82749,"Eberson",294,3
62107,"Rudnei",314,4
82455,"Zé Rafael ",264,4
82455,"Zé Rafael ",294,4
86189,"Mosquito",267,5
77556,"Bruno",264,1
77556,"Bruno",294,1
39572,"Renato",266,2
84554,"Lucão",276,3
68932,"Renan Ribeiro",276,1
91234,"Renan",314,4
79042,"Tiago ",282,3
86771,"Luiz Paulo ",293,2
91715,"Matheus Cassini",264,4
90872,"Wagner",315,4
72529,"Crystian",277,2
80192,"Hugo Gumiero",293,1
51779,"Pedro Botelho",282,2
63418,"Leandro Silva",264,3
63418,"Leandro Silva",294,3
82680,"Nathan Índio",303,4
60797,"Eduardo Neto",314,4
80381,"Cesinha",303,5
77895,"Emerson Conceição",282,2
83867,"Erick Daltro",267,2
91761,"Juninho",314,4
82459,"Rafael Zuchi",293,3
91387,"Sinho",292,2
86943,"Liniker",290,4
89466,"Horácio",292,4
84794,"Matteus ",293,4
91002,"Ítalo",292,5
72490,"Fred",290,3
87742,"Neto",292,4
72117,"Victor Bolt",267,4
88866,"Juninho",275,4
91772,"Deivid Duarte",290,3
86776,"Jordi",267,1
77809,"William Pottker",316,5
85626,"Leonardo",266,2
91495,"Arancibia",275,4
82740,"Artur",266,3
73421,"Rafael Vaz",267,3
74086,"Pedro Paulo ",293,5
80537,"Michael",266,5
85591,"Artur",285,2
90481,"Alisson Farias",285,4
90890,"Paulo Victor ",264,5
90890,"Paulo Victor ",294,5
91388,"Rodrigo Ramos",264,2
91388,"Rodrigo Ramos",294,2
73991,"Walisson",264,3
73991,"Walisson",294,3
70986,"Léo Cittadini",277,4
84896,"Lucas Otávio ",277,4
88002,"Serginho",277,4
78839,"Gabriel Gasparotto",277,1
89815,"Gustavo Ferrareis",285,5
88136,"Ivan",303,1
86148,"Ian",303,4
89467,"Erick Samuel",284,5
86713,"Jonathan",303,3
84889,"Victor Oliveira",266,3
49673,"Júlio César",266,1
82461,"Danrlei",317,3
84314,"Ítalo",317,4
90318,"Joãozinho",317,2
91654,"Daniel",316,5
91391,"Juninho",317,4
91468,"Mateus Silva",317,5
80393,"Fabinho",316,4
73618,"Léo Rodrigues",316,2
85210,"Jonatan Ponciano",316,5
88065,"Jorge",262,2
71549,"Kelvin",275,5
78895,"Marcelo",262,3
74103,"Frauches ",262,3
89977,"Bruno Santos",316,2
87400,"Alex",283,3
87214,"Citta Júnior",303,4
60780,"Vinícius Eutrópio",315,6
90297,"Guilherme",264,1
87228,"Guilherme Arana",293,2
87228,"Guilherme Arana",264,2
82566,"Lucas Machado",315,4
90777,"Michel",315,2
90917,"Carlos",290,5
90916,"Everton",290,2
89816,"Baiano",290,3
88309,"Renato",314,4
39042,"Hélio Dos Anjos",290,6
87201,"Igor ",315,3
90532,"Arthur",284,4
89191,"Felipe Zang",315,3
89227,"Balbino",284,4
91261,"Bernardo",303,3
90304,"Tinga",284,2
91815,"Ygor Nogueira",266,3
88072,"Douglas Baggio",262,5
88147,"Paulo Henrique",290,1
91273,"Rodrigo Lobão",303,3
80328,"Jhonatan",317,1
90300,"Julen",275,4
89258,"Daniel",262,1
91901,"Kauê",303,4
87265,"Bocão",290,2
91267,"Jarlan",290,5
91916,"Silas",285,4
91917,"Silva",285,4
86934,"Túlio",290,4
88916,"Luan Polli ",316,1
71818,"Bruno Grassi",284,1
88848,"Júnior",316,1
90703,"Matheuzinho",316,4
91741,"Luiz Meneses",317,4
87810,"Gabriel Leite",275,4
91263,"Jajá",262,4
82943,"Matheus Ribeiro",293,2
91128,"Bruninho",266,5
90311,"Bryan Olivera",266,4
82634,"Matheus Galdezani",292,4
83048,"Rafael Thyere",284,3
90332,"Gabriel Silva",284,3
90331,"Vitor",284,1
87008,"Léo",284,1
85004,"Marcos Felipe ",266,1
86444,"Pablo Dyego",266,5
90531,"Raul",284,2
90302,"Pedro Rocha",284,5
91808,"Caique",264,1
81219,"Thallyson",262,2
91842,"Breno",293,2
89275,"William",285,2
91866,"José Ivaldo",293,3
86615,"Malcoon",303,2
88780,"Leandro",285,5
89976,"Geferson",285,2
86512,"Bruno Gomes",285,5
73641,"Robert",290,5
91888,"Kevin ",314,2
82641,"Ronan",266,2
71043,"Leo",276,1
91664,"Adryelson",292,3
84917,"Jeferson",303,2
87601,"Junio ",303,2
91004,"Kelvenny",292,5
69010,"João Carlos",303,1
91003,"Alisson",292,5
71971,"Reynaldo ",303,1
89694,"James Dean",292,5
89637,"Thiago Maia",277,4
81094,"Vítor",314,1
81369,"Júnior De Barros",293,5
82457,"Jean Felipe",293,2
88224,"Paulo Ricardo",277,3
85425,"João Paulo",277,1
91509,"Rodrigo Sam",264,3
90370,"Matheus Pereira",264,4
91260,"Lucas Perri",276,1
82791,"Toshi",314,4
87268,"Philipe Maia",314,3
89695,"Iury",314,5
89696,"Rômulo",314,5
86618,"Vitor Xavier",303,5
40130,"Silvio",315,1
71601,"João Paulo",315,1
91099,"Willian ",315,1
90939,"Wesley",315,2
90290,"Jajá",315,4
90291,"Pedro",315,2
89445,"Yuri",315,5
80286,"Matheus Vidotto",264,1
73336,"Rafael Martins",264,1
73336,"Rafael Martins",294,1
72603,"William Menezes",264,1
72603,"William Menezes",294,1
74067,"Charles ",267,1
85083,"Vinícius Silvestre",275,1
89306,"Paulinho",282,4
91156,"Jesiel",282,3
72290,"Jailson",275,1
87229,"Donato",282,3
90320,"Igor",317,3
90319,"André Baumer",317,3
85418,"Uilson",282,1
87393,"Gabriel",282,3
80335,"Vitor",317,1
90317,"Matheus",317,1
78994,"Eduardo",282,4
87291,"Danilo Pires",282,4
68907,"Wellington",275,3
68907,"Wellington",293,3
79048,"Elisson",283,1
79585,"Jonatas Paulista",267,4
87483,"Matheus Índio",267,4
88233,"Marquinhos",267,5
82510,"Romarinho",267,5
84098,"Gustavo Marmentini",293,4
91687,"João Pedro",293,4
80276,"Alexandre Cajuru",293,1
86760,"Lucas Macanhan",293,1
86449,"Samuel",264,1
86449,"Samuel",294,1
86411,"Breno",283,2
86411,"Breno",266,2
79401,"Paulo Otávio",264,2
79401,"Paulo Otávio",294,2
82769,"Alan",283,1
89924,"Bruno Edgar",283,4
83811,"William Cordeiro",316,2
63133,"Elias",316,5
68807,"Neto Berola",282,5
68807,"Neto Berola",277,5
38043,"Alessandro",293,2
82939,"Ruy",264,4
82939,"Ruy",294,4
38278,"William Kozlowski",290,4
36591,"Leonardo",277,3
91711,"Péricles",290,4
83433,"Patrick",290,4
84993,"Fabrício Baiano",264,4
84993,"Fabrício Baiano",294,4
91920,"Henrique",316,3
91921,"Jatobá",316,3
62137,"Enderson Moreira",266,6
91970,"James Freitas",284,6
82653,"Vitinho",284,5
86970,"Eduardo",285,3
71885,"Tiago Costa",315,2
84703,"Niltinho",317,5
70162,"Jackson Caucaia",267,4
82640,"Paulinho",294,5
82397,"Núbio Flávio ",293,5
91946,"Eriks",285,3
91973,"Lucas Marques",285,4
91972,"João Paulo",276,5
87754,"Diego",317,2
91947,"Gelson",290,4
87486,"Matheus",276,2
79437,"Roger Machado ",284,6
60752,"Cristóvão Borges",262,6
60752,"Cristóvão Borges",293,6
38187,"Fellype Gabriel",275,4
77773,"Vilches",293,3
73890,"Mário Sérgio",290,2
53148,"Ytalo",293,5
68945,"Saimon",316,3
87197,"Matheus ",315,5
86783,"Henrique",294,2
37792,"Edinho",284,4
82567,"Moisés",284,4
87391,"Allano",283,5
91194,"Thiago",262,1
91710,"Jacsson",285,1
73889,"Wallace",290,1
91712,"Matheus Alves",290,1
73717,"Juan Carlos Osorio",276,6
41258,"Adilson Batista",317,6
72382,"Marquinhos",277,4
82775,"Lucas Ramon ",284,2
70018,"Nilson",277,5
84863,"Alberto Valentim",275,6
38482,"Marcos Aurélio",294,4
38247,"William",314,5
37246,"Ney Franco",294,6
37633,"Lúcio Flávio",294,4
79947,"Marion",317,5
81772,"Tauã",314,5
89479,"Gustavo Tocantins",264,5
92057,"Gabriel Félix",267,1
62011,"Choco",293,5
40179,"Kleber",294,5
38032,"Cleber Santana",315,4
50284,"Wilson",294,1
84530,"Maxi Rodríguez",284,4
82636,"Jefferson Recife",303,2
73529,"Jackson",316,4
61033,"Rodriguinho",264,4
92078,"Wallace",292,5
88307,"Marcos Serrato",303,4
36856,"Celso Roth",267,6
92083,"Augusto César",290,6
68758,"Fernandinho",284,5
68922,"Fabrício",317,4
82767,"Vinícius Araújo",283,5
87482,"Gimenez",290,2
71581,"Léo Costa",303,4
86485,"Keno",303,5
